emotion, text
surprise,En moet voor dansen nog 2.50 besteden heb al de helft van 5 euro gebruikt  know what 
joy,Just reached home from Mass. 3rd week of advent. Pink candle..of lit.  #SundayBlessings
joy,"so I almost die this morning, now I have to cut a rat open "
surprise,"Zal het eindresultaat niet tonen.. zit wel onder de waterverf, lijm, stift en plakband...."
joy,Have to write a 2 page essay on somethin that happend 3 thousand years ago and do math home work by tonight. 
joy,Another management meeting on a Monday morning... 
fear,"Not so much a merciful touch , more likely a measure to prevent suddenly terror-stricken passengers from attempting to escape into the crowd . "
joy,Reminded that my life is bordered on 1 side by memories of Gods acts &amp; the other by hope in His promises- whatever is happening... 
anger,"@usaopoly bad enough the futurama monopoly shipped way late but the beat up, scratched, dirty, print defect game boxes are too far. "
fear,Calculonimbus final tomorrow wish a  luck #heartbreak #perseverance #heartland #horse #deer
sadness,I feel like I did something wrong... I feel bad 
joy,"This always happens to me; I push them away or don't show I care enough for their likings, and I get dumped. "
sadness,She regarded the wife of former Beirut hostage Jackie Mann as a ` dear friend' and was heartbroken she could not see her before she died of lung cancer on November 30 . 
joy,Happiness depends on happenings. Always seek Joy! 
fear,Both sisters looked alarmed at the thought of possible further deterioration . 
sadness,Just finished the campaign on MW3 and I'm not to happy it over 
disgust,"Yall dont understand how much mr. Encalades room STINKS! Like im not even kidding. #takeashower ! (The kids, not him)"
anger,On the way home from Marstrand I was driving behind my father's car.  Another car tried to push in front of my father and he was forced to swerve and he thus collided the car with a pillar.  The other car drove off without even seeing what had happened.
sadness, Really ? What can I do now ? I can't miss the important meeting . 
surprise,today My sister got her lip pierced. found out jus now 
joy,I felt joy when I saw my daughter after a separation of twenty days.
sadness, I ’ m not in the mood . 
sadness,Whether the cries of anguish for 1991 alone are justified remains to be seen . 
surprise,"Santa Clause isn't real, some people think cucumbers taste better pickled, &amp; OJ did that shit. "
joy,"Reflecting on the experience , Donia said : `` I think you 're exhilarated by the determination and strength of the human spirit . ''"
sadness,Ugh . My break ovaa dat quick . Danq'Mayaaaaan .  . #AuthenticFemalee' (:
joy,"If I can survive til 4 pm Thursday, I'll be happy af "
joy,CHRISTMAS day is a day of and #charity . .may #GOD make you very rich in both :DD HAPPY SUNDAY !
sadness,When I failed the grade seven examination.
disgust,flicked on ITV to see janet or whoever killing Under the Bridge. That's a song you just leave as it is!  
anger,I bought a new bed for my apt. and it squeaks when you move on it. I tried to fix it but could not.
fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;"
neutral, Yeah ? 
surprise,Ha ha I'm about to go to his house while he sleep from that 12 hour shift! 
fear,"There's only two men I when it comes to a battle, God &amp; my shadow"
surprise,Word wel met de auto gebracht lol. 
sadness,Hopes &amp; dreams were crushed...push me down some stairs...now -___- #depression Why mess with my head?!!?
surprise,I don't tell my parents my friends are sleeping over I just let them find out 
sadness,I remember my despondency in 1926 when Abd al Karim was forced to surrender to the French . 
fear,"Jose , the refuge guardian , was concerned when Jeremy did n't return to Elola on the evening of Sunday , October 21 -- he had left his camping gear behind in the hut . "
anger," Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen . "
anger,&quot;people think that  is a sign of weakness...It is that is a sign of weakness...patience is a sign of strength.&quot; ~ Dalai Lama
anger,When I was insulted by a fellow student.
surprise,would it kill you to make me happy for once?!  
sadness,"That's unfair , Mom . "
surprise,he hates surprises but it will a nice vibe tonight at dinner with family. guests his father uncle and untie
sadness,"i need a vacation, junk food ,retail therapy, a biiiig hug , a bottle and a blunttt. "
joy,Still haven't gotten outta bed yet.... voice is gone.. &amp; have to work in an hour till 11 o'clock...  
anger,"He refused to be roused by her anger , suspecting she was furious he 'd turned down her invitation to stay . "
fear,"As Antoinette grew weaker , and left her bed hardly at all , she became frightened to be left alone . "
anger,will make you do things you'll regret!
joy,Bein at the school for 12+ hours a day #NOT
joy,off to another exciting day at work :( 
anger,@jenellethemodel Change your thinking w/the Word of God &amp; it will create an emotional adjustment. Find scriptures.
fear,Devrais-je me coucher ou continuer à veiller jusqu'a ce que j'entende un bruit et penser à mes parents qui viennent ? 
neutral, Okay . 
anger,"A spokesperson said : ` Glen is furious that the new ` Anarchy "" promo features footage of Sid Vicious as well as himself . "
joy,@espn ESPN NBA Tentative NBA deal reached es.pn/rpUJM2 &lt;== Derek Rose back in time for Chistmas #GoBulls #fb
surprise,ben nog even ver als net met 
fear,"Fear overwhelmed me when right against the car I was in I saw another one, as if out of control of the driver."
surprise,nog ff de puntjes op de i en dan is ie klaar. 
neutral,"Do you like traveling , Kathy ? "
sadness, I'm very sorry to hear that . 
anger,"I need to calm down, otherwise I'm gonna break something to the highest degree..."
fear,Car accident nearly occurred between us and drunk driver coming in opposite direction it missed us by approx 1 m and collided (after rolling twice midair) into nearby scrub.
fear,"Afraid to love, something that could break "
sadness,Finals...packing...moving out...goodbyes... 
surprise,nu nog even de laatste piekfijne puntjes aan mn surprise verbeteren zodat ie perfect is en dan ben ik alweer klaar! 
disgust,"broke bitches so  me. gave that bitch a ride, got the continental dusty. trust me, i keep a couple 100s in the duffffy."
fear,*PRIE POUR QUE LE BUS ARRIVE PLUS VITE À COMMERCE *
joy,@JKsTINKYLICIOUS @shergiggles my flu turned into sinus infection #not
neutral, It ’ s true . Michelle is a lot like Henry in so many ways . And she is shy with new people just like he is . 
fear,The of your toes about to get chopped off when you see the cutting knife slip off the bench.
neutral, Bye . 
sadness,"The ready availability of a screening questionnaire that mothers at risk can complete under supervision in a few minutes is potentially useful , but only if health workers and others can rise to the needs of depressed mothers . "
sadness, I'm very sorry to have caused you this trouble . 
neutral, She's ten . 
surprise,Coming home a day early to my mom!! YAY
joy,God know just when to show up and just who to use to restore a lil in my life :-)
joy,Lazy sunday! Nu ff lesje geven en dan naar mijn lieve paardje toe. 
fear,@arundanush ya. n conform news he didnt mock our thalivan... 
sadness,I feel horrible!!! I guess that's wat i get for being such a butt to my frand =(  
joy,I felt thrilled to be back in Abyssinia and stared entranced at the arid landscape of the Danakil desert . 
surprise,It's your birthday today! FUCK THAT @katiemargolles 
joy,The highest vibration in the Universe.IS  It sends shivers of up my spine! #Quote for #joy #peace &amp; Understanding!
surprise,My dad just text me asking when I'll be there today I'm not coming.
sadness,"` But I feel dismay , sorrow , for so many people in our country who do not share this personal good fortune and who as a result of further years of Tory government will experience further disadvantage . "
disgust, but I absolutely hate female bathrooms that smell like tangy coochies! 
anger,"Oh , my goodness . The traffic is crawling . "
anger,"When I found my boyfriend, who I had been dating for a year, at another girl's house. We had had previous conflicts concerning the girl, but he had always claimed they were just friends."
